company,rating_web,review_text,processed_at,sentiment_label,sentiment_score,emotions,topics,pain_points,competitors,is_churn_risk
Orange,4,"Tambien llevo muchos años con Orange y. Tambien llevo muchos años con Orange y, no he tenido ningún problema de conexión, la fibra funciona a su velocidad, salvo un problema con el router y me lo cambiaron sin problema y rápido. Siempre me han atendido correctamente en soporte y atención al cliente, las tarifas han sido las que eran. Eso sí, no han sido nada tolerantes con el pago de facturas en tiempo del Covid, no te permiten pagar de forma aplazada como han hecho otras Empresas y el dpto de cobros te llama mil veces, me ha pasado recientemente y eso que soy buen cliente. Enfin aparte de todo eso....decidme un proveedor de internet que sea legal con lo que dice o hace. Otra cosa, intento pensar con qué actitud llamais muchos a Atención al Cliente, porque leo mucho...que les den, hijos de p...etc... June 4, 2020 May 19, 2020",2026-01-10T21:29:28.910821,Mixto,0.3,"Satisfacción,Frustración","Servicio al cliente,Problemas recurrentes con la conexión,Política de pago","Irregularidades en el pago de facturas,Respuesta insuficiente del soporte,Escalada rápida de problemas","Orange,Yoigo",True
Orange,4,"Supongo que cada persona es un mundo y…. Supongo que cada persona es un mundo y así a de ser.yo respeto todas la opiniones pero a lo que voy.esta tarde me atendiendo una Xica súper agradable y estaba teletrabajando y me atendido de lujo.mas incluso tenía a su niño por casa y ni se a desviado para nada de mi problema incluso me a exo reír oir a su niño.la verdad no le uviera colgado por oírla la amabilidad que tiene.asi que creo que queremos todo rápido solemos hablar mal y si muchos de atención al cliente son estúpidos pero hoy me an demostrado que todos no son igual.asi que tener más paciencia y no juzgar a todos por igual.si la Xica que me atendido Lee esto gracias y un bss May 19, 2020 Aug 28, 2019",2026-01-10T21:29:29.756224,Positivo,0.75,"Satisfacción,Agradecimiento","Atención al cliente,Personalización del servicio",,,False
Orange,4,"Buenas tarde estoy asiendo una…. Buenas tarde estoy asiendo una reclamación directa Orange, yo contraté un plan go on desde noviembre y resulta que desde esa fecha me activaron un servicio de taromancia sin mi autorización cobrándome de 14 a 17 euro cada mes cuando llamo a Orange para que me den una explicación lo que me dicen qué tal vez navegando yo lo activé y eso es una mentira yo espero que esta información llegue a los responsables de Orange y me devuelvan todos esos meses cobrándome un servicio que yo no active August 28, 2019 Advertisement Jun 7, 2019",2026-01-10T21:29:30.821670,Negativo,-0.9,"Frustración,Ira","Servicio de taromancia,Cobro injusto,Respuesta insuficiente del proveedor","Activación sin consentimiento,Costos excesivos,Lack of responsiveness from provider",Orange,True
Orange,4,"Llevo 22 años con Orange y nunca había…. Llevo 22 años con Orange y nunca había tenido ningún problema con ellos. Pero ahora, llevo 15 días intentando pedir un móvil y hoy he desistido xq es tarea imposible. Hago el pedido por primera vez en la web, q luego me entero de que no funciona y no registra los pedidos. Aparezco en la tienda a recoger el móvil y resulta que ni hay móvil ni existe el pedido. Llamo al 1470 y me dicen q no existe el pedido xq la web no funciona. Entonces xq me mandan mail de confirmación y seguimiento del pedido y me dicen que el móvil está disponible en mi tienda desde tal fecha? A todo esto, tienda que queda a 20 kms de mi casa. Llamo otra vez y hago el mismo pedido x tlfno. Nada de nada tampoco, ni hay pedido ni hay móvil. Llamo para ver qué pasa y la tía me deja 30 min!!en espera!!!! Al final termino colgando x la desesperación y me voy a The Phone House a comprar un móvil nuevo. Pienso cambiarme de compañía en cuanto pueda. 22 años de cliente para que te lo agradezcan así!!! June 7, 2019 1 Apr 10, 2019",2026-01-10T21:29:32.135609,Negativo,-1.0,"Frustración,Ira","Problemas de servicio al cliente,Diferenciación de experiencia entre clientes","Mal funcionamiento del sistema de pedidos en línea,Inaccuracia en la confirmación y seguimiento del pedido,Diferenciación de experiencia entre clientes antiguos y nuevos","The Phone House,O2",True
Orange,4,"ORANGE me ha estafado casi 30 euros al…. ORANGE me ha estafado casi 30 euros al mes durante años, manteniendo operativo una especie de pagos por aplicaciones a terceros que no es mas que un fraude. Aprovechan tus datos para darte de alta y te facturan por nada. Orange dira que no tiene nada que ver pero lo tolera y creo que tambien participa del negocio. Evidentemente, yo soy un incauto por no estar pendiente de la factura pero ellos son unos golfos. Logicamente voy a cambiar de compañia pero en esta no se deberian quedar ni las ratas. Desde luego si las ratas se quedan van a estar en familia. ORANGE SON UNOS SINVERGUENZAS. CAMBIAROS DE COMPAÑIA, TARDE O TEMPRANO OS VAN A ROBAR. April 10, 2019 ### Is this your company? Claim your profile to access Trustpilot’s free business tools and connect with customers. [Get free account] ### The Trustpilot Experience #### We're open to all [Anyone] can write a Trustpilot review. People who write reviews have ownership to edit or delete them at any time, and they’ll be displayed as long as an [account is active] . #### We champion verified reviews Companies can ask for reviews via automatic invitations. Labeled Verified, they’re about genuine experiences. [Learn more] about other kinds of reviews. #### We fight fake reviews We use dedicated people and clever technology to safeguard our platform. Find out how we [combat fake reviews] . #### We show the latest reviews Learn about Trustpilot’s [review process] . #### We encourage constructive feedback Here are [8 tips for writing great reviews] . #### We verify reviewers Verification can help ensure [real people] are writing the reviews you read on Trustpilot. #### We advocate against bias Offering incentives for reviews or asking for them selectively can bias the TrustScore, which goes [against our guidelines] . [Take a closer look] [are you human?] Here’s how we use cookies ------------------------- Trustpilot and our partners use certain necessary cookies stored on your device to deliver our services. We’d also like to use additional cookies to: * Enhance your experience * Provide social media features * Analyze, monitor, and improve our services * Show personalized content and ads, depending on your settings If you choose **Accept all**, you consent to our use of additional cookies for these purposes. If you choose **Reject all**, we won’t use additional cookies for these purposes. You can change or withdraw consent at any time in **Manage cookies**. Learn more in our [Cookie Policy] . Manage cookies Reject all Accept all",2026-01-10T21:29:33.332024,Negativo,-1.0,"Frustración,Decepción","Irregularidades en las facturas,Evidentes de fraude","Problemas recurrentes con las facturas,Posible participación del proveedor en el fraude",Competidores mencionados en la reseña,True
Trustpilot,5,"Invited If your looking for something different than game apps & surveys then i highly recommend Trustpilot !!!! Trustpilot gives you a voice where you can give helpful insight into a variety of games, busine...",2026-01-10T21:29:34.351734,Positivo,0.8,"Satisfacción,Confiabilidad","Servicio al cliente,Evalución de experiencia",,,False
Trustpilot,5,"Invited Det er et sted hvor firmaerne, ikke vælger hvilken anmeldelser de vil have liggende. Som mange firmaer desværre gør på deres egne sider, hvis man kommenterer en vare for dårligt. ( det står tit i...",2026-01-10T21:29:35.336093,Negativo,-0.9,"Frustración,Disappointación","Customer service,Respuesta al cliente","Respuesta insuficiente,Malinterpretación del cliente",,True
Trustpilot,1,"Attention : Trustpilot semble collaborer avec certains vendeurs ayant de mauvais avis. Lorsqu’un vendeur les contacte, il devient soudainement impossible de publier un commentaire. Si l’on insiste pou...",2026-01-10T21:29:36.359819,Negativo,-0.9,"Frustración,Disappointamiento","Collaboration,Entreprise,Vendeurs,Experiencia del cliente","Ineficacia en la respuesta al cliente,Problemas en la publicación de comentarios",,False
Trustpilot,5,"Invited Es ist gut, dass es Trustpilot gibt. Ich bin früher oft auf falsche Versprechungen und Werbung hereingefallen. Nun bestelle ich erst dann bei einem Online-Lieferdienst, der mehr positive Beurteil...",2026-01-10T21:29:37.388534,MixtoNegativo,-0.5,"Frustración,Satisfacción","Servicio al Cliente,Respuesta a la Vida Ciega","Problemas recurrentes en el servicio,Lack of transparency",Competencia directa,True
Trustpilot,4,"Invited Instant reviews. Instant reviews. Shows the bad apples in the barrel. January 10, 2026 3 hours ago",2026-01-10T21:29:38.342162,Negativo,-0.8,"Frustración,Decepción","Reseña de producto,Problemas recurrentes en la app","Error en el servicio al cliente,Deficiencia en la funcionalidad",,True
Trustpilot,4,"Invited Everything is good. Everything is good January 10, 2026 3 hours ago",2026-01-10T21:29:39.118915,Positivo,0.9,"Satisfacción,Contento","Servicio al cliente,Experiencia de usuario",,,False
Trustpilot,4,"Invited I really want to thank you for helping…. I really want to thank you for helping me but as I told it were two rejected transactions happened only one I received but the other one didn't get it I don't know why?? Please need your help January 9, 2026 3 hours ago",2026-01-10T21:29:40.037233,Neutral,0.1,"Frustración,Decepción","Transacciones rechazadas,Atención al cliente","Error en las transacciones rechazadas,Lack of communication",,False
Trustpilot,4,"Invited Laissez plus de liberté aux notateurs. Laissez plus de liberté aux notateurs. Pas besoin de détail si l'expérience et positive. Vous ne laissez pas le choix ! January 9, 2026 3 hours ago",2026-01-10T21:29:40.873518,Positivo,1.0,"Satisfaction,Contento","Expérience,positive,de,client",,,False
Trustpilot,4,"Invited On time. On time. Helpful and knowledgeable. January 10, 2026 4 hours ago",2026-01-10T21:29:41.700931,Positivo,0.9,"Satisfacción,Agradecimiento","Servicio al cliente,Respuesta rápida",,,False
Trustpilot,4,"Invited The site is easy to use. The site is easy to use. However, I am Leslie Bell and have been reviewing RxPros. I have been using this product for several months. This is in my email but it says Jeffrey Bell. That is my husband and he is NOT using RxPros. January 10, 2026 5 hours ago",2026-01-10T21:29:42.697023,Mixto,-0.3,"Frustración,Irritación","Problemas de identificación de usuario,Errores en la presentación del producto","Identificación inaccurada de usuario,Error en la presentación del producto",,False
Trustpilot,4,"Invited Köszónöm a gyors visszajelzést. January 2, 2026 6 hours ago",2026-01-10T21:29:43.691839,Negativo,-1.0,"Frustración,Decepción","Servicio al cliente,Resolución de problemas","Demora en la resolución del problema,Incapacidad para atendir necesidades específicas",,False
Trustpilot,4,"Invited Keep on doing great job ✅. January 10, 2026 7 hours ago",2026-01-10T21:29:44.476133,Positivo,1.0,"Satisfacción,Contento","Servicio al cliente,Evalución del producto",,,False
Trustpilot,4,"Invited mostly pleased. mostly pleased nice results. minimal hassle. January 10, 2026 7 hours ago",2026-01-10T21:29:45.264995,Positivo,0.8,"Satisfacción,Contento","Respuesta al cliente,Efectividad del servicio",,,False
Trustpilot,4,"Invited accettabile. January 10, 2026 7 hours ago",2026-01-10T21:29:46.041511,Positivo,0.8,"Satisfacción,Contento","Servicio al cliente,Experiencia de usuario",,,False
Trustpilot,4,"Invited Gibt gute Orientierung. January 10, 2026 8 hours ago",2026-01-10T21:29:46.822093,Positivo,0.9,Satisfacción,"Alojamiento,de,precios,competitivos",,,False
Trustpilot,4,"Invited Sure. Sure, only issue is bots, everywhere January 10, 2026 8 hours ago",2026-01-10T21:29:47.777404,Negativo,-0.9,"Frustración,Decepción","Bots,Entrenamiento de inteligencia de texto","Problemas recurrentes con bots,Ineficacia del entrenamiento de IA",,False
Trustpilot,4,"Invited Il Vostro lavoro è molto utile. Il Vostro lavoro è molto utile. Le comunicazioni da parte Vostra sono tempestive. La Vostra pagina potrebbe essere migliorata. January 10, 2026 9 hours ago",2026-01-10T21:29:48.564585,Positivo,0.8,"Satisfacción,Gracias","Lavoro,Utilidad",,,False
Trustpilot,4,"Invited Jeremy ueeja zadevo. January 9, 2026 10 hours ago",2026-01-10T21:29:49.526166,Negativo,-0.8,"Frustración,Decepción","Servicio al cliente,Resolución de problemas","Demora en la resolución del problema,Incapacidad para atendir necesidades específicas",,True
Trustpilot,4,"missing/unpolished features. should be able to add imgs to reviews also should either not FORCE users to have a title for their review, or prevent them from making the title just the first 15 characters of their review. its annoying to read. January 10, 2026 11 hours ago",2026-01-10T21:29:50.575341,Negativo,-0.9,"Frustración,Irritación","Deficiencias en los características,Problemas con la experiencia de usuario","Inconveniencia causada por las deficiencias,Efecto negativo en la percepción del producto",,True
Trustpilot,4,"Invited It's legit and easy to handle. It's legit and easy to handle January 10, 2026 11 hours ago",2026-01-10T21:29:51.344871,Positivo,0.8,"Satisfacción,Confiabilidad","Legítimación,Ease of use",,,False
Trustpilot,4,"Invited Good service. Finally got one January 10, 2026 11 hours ago",2026-01-10T21:29:52.110350,Positivo,0.8,"Satisfacción,Contento","Servicio al cliente,Resolución de problemas",,,False
Trustpilot,4,"Invited Bra å få sjekke om butikken er seriøs.. Bra å få sjekke om butikken er seriøs. Av ekte kunder. January 10, 2026 14 hours ago",2026-01-10T21:29:52.916020,Positivo,0.8,"Satisfacción,Confiabilidad","Servicio al cliente,Calidad del producto",,,False
Trustpilot,4,"Invited Schnell informiert. Schnell informiert January 10, 2026 16 hours ago",2026-01-10T21:29:53.689300,Positivo,0.8,"Satisfacción,Contento","Servicio al cliente,Eficiencia",,,False
Trustpilot,4,"Invited Take agood helpful and low price. In trading any thing like goods a electricons January 10, 2026 ### The Trustpilot Experience #### We're open to all [Anyone] can write a Trustpilot review. People who write reviews have ownership to edit or delete them at any time, and they’ll be displayed as long as an [account is active] . #### We champion verified reviews Companies can ask for reviews via automatic invitations. Labeled Verified, they’re about genuine experiences. [Learn more] about other kinds of reviews. #### We fight fake reviews We use dedicated people and clever technology to safeguard our platform. Find out how we [combat fake reviews] . #### We show the latest reviews Learn about Trustpilot’s [review process] . #### We encourage constructive feedback Here are [8 tips for writing great reviews] . #### We verify reviewers Verification can help ensure [real people] are writing the reviews you read on Trustpilot. #### We advocate against bias Offering incentives for reviews or asking for them selectively can bias the TrustScore, which goes [against our guidelines] . [Take a closer look] [are you human?] Here’s how we use cookies ------------------------- Trustpilot and our partners use certain necessary cookies stored on your device to deliver our services. We’d also like to use additional cookies to: * Enhance your experience * Provide social media features * Analyze, monitor, and improve our services * Show personalized content and ads, depending on your settings If you choose **Accept all**, you consent to our use of additional cookies for these purposes. If you choose **Reject all**, we won’t use additional cookies for these purposes. You can change or withdraw consent at any time in **Manage cookies**. Learn more in our [Cookie Policy] . Manage cookies Reject all Accept all",2026-01-10T21:29:54.529530,Positivo,0.8,"Satisfacción,Gratitud","Experiencia de usuario,Calidad del servicio",,,False
Caixabank,1,Son un grupo de mal educados a los clientes les trata con poca vergüenza. estamos esperando una herencia y cuando está toda la documentación entregada después de tres meses de espera cuando queda un m...,2026-01-10T21:29:55.574355,Negativo,-0.9,"Frustración,Decepción","Servicio al cliente,Gestión de esperas,Documentación","Tratamiento insensible del cliente,Descuido en la entrega de documentación,Estructura organizacional deficiente",,True
Caixabank,1,"Recientemente, tuvo una muy mala experiencia con mi banco Caixabank en Tenerife. Hace 3 años, tuvo una inversión con ellos y me habían garantizado una rentabilidad de 9.15% net en 3 años. Escrit...",2026-01-10T21:29:56.474717,Negativo,-0.8,"Frustración,Decepción","Servicio al cliente,Inversión en valores",Diferencia entre la garantía prometida y la realizada,,True
Caixabank,1,"Desde noviembre he realizado cuatro transferencias a la cuenta de mi propia empresa, por un importe total de algo más de 60.000 euros. CaixaBank, sin pedirme en ningún momento ninguna documentación...",2026-01-10T21:29:57.426986,Negativo,-0.9,"Frustración,Enojo","Servicio al cliente,Exceso de tiempo en las verificaciones","Verifica el servicio al cliente,Tiempo de espera excesivo",,True
Caixabank,1,Ils ont bloqué ma carte bancaire et celle de mon mari alors que l'on était en vacances de Noël au Maroc. On s'est retrouvé sans argent alors que mon compte bancaire est positif. Très difficilement...,2026-01-10T21:29:58.436878,Negativo,-1.0,"Frustración,Irritación","Servicio al cliente,Problemas con la tarjeta bancaire","Bloqueo de la tarjeta bancaire,Desconexión entre el servicio y el cliente",,True
Caixabank,4,"Merged Muy buena atención en banco y la…. Muy buena atención en banco y la gestora muy bien asesorando En general muy conforme February 4, 2025 Advertisement Dec 30, 2024",2026-01-10T21:29:59.238907,Positivo,0.8,"Satisfacción,Contento","Atención al cliente,Gestión del riesgo",,,False
Caixabank,4,"Merged Es buena. Es buena. Pero es verdad que en la banca online es un poco lenta y además si quieres buscar un desglose en la aplicación cuesta un poco o incluso para cambiar el número de la tarjeta tienes que ir a un cajero December 30, 2024 May 10, 2024",2026-01-10T21:30:00.208803,Mixto,0.5,"Satisfacción,Frustración","Servicio al cliente,Experiencia de usuario","Respuesta tardía en la banca online,Demanda para desglose en la aplicación",,False
Caixabank,4,"Satisfecha. Llevo con este banco desde que mis padres me abrieron una cuenta, y ya han pasado más de 30 años. La única pega es que siempre hay ofertas para las nuevas contrataciones y poca o nada para las personas que llevamos años en este banco. Pero por lo demás ninguna pega. May 10, 2024 Jan 26, 2024",2026-01-10T21:30:01.023360,Positivo,0.8,"Satisfacción,Gratitud","Experiencia de usuario,Satisfacción con el servicio",,,False
Caixabank,4,"Merged Conseillère à l écoute,satisfaite de la banque. Pas de soucis avec la caixa j en suis satisfaite January 26, 2024 Sep 29, 2023",2026-01-10T21:30:01.825739,Positivo,1.0,"Satisfacción,Contento","Experiencia de usuario,Satisfacción con la banca",,,False
Caixabank,4,"OPINIONES. YA HE ESCRITO LAS QUEJAS, AHORA TOCA DECIR LO BUENO ,Y ES QUE ES QUE ES SOBRE EL PERSONAL QUE HAY EN LA OFICINA DONDE YO TENGO LA CUENTA QUE ES AV. DE JOSÉ MARÍA PEREDA DE ALCALÁ DE HENARES LOS EMPLEADOS TODOS MUY PERO QUE MUY BIEN. September 29, 2023 Advertisement Aug 2, 2023",2026-01-10T21:30:02.780055,Mixto,0.1,"Frustración,Satisfacción","Servicio al cliente,Personal de la empresa","Problemas recurrentes con el personal,Efectivo del personal en la atención",,False
Caixabank,4,"Merged Por mi experiencia una buena…. Por mi experiencia una buena experiencia con mi Caixa..de Merida . y con mi gestora Toñi..es un encanto. June 1, 2023 Jun 13, 2023",2026-01-10T21:30:03.565345,Positivo,0.8,"Satisfacción,Contento","Experiencia de usuario,Gestión del cliente",,,False
Caixabank,4,"Trevliga personal som ställer upp för…. Trevliga personal som ställer upp för att hjälpa till May 5, 2023 Feb 25, 2021",2026-01-10T21:30:04.324953,Positivo,0.8,"Ergonomi,liberaliserad","Support,omdömen",,,False
Caixabank,4,"Merged Pedí cita por la aplicación con mi…. Pedí cita por la aplicación con mi gestor y me atendieron enseguida. Sin colas. Mi gestor es un excelente profesional. Muy preparado. February 25, 2021 Oct 14, 2020",2026-01-10T21:30:05.133937,Positivo,0.8,"Satisfacción,Contento","Atención al cliente,Experiencia de usuario",,,False
Caixabank,4,"Merged Como veo mi nombre y número de tarjeta…. Como veo mi nombre y número de tarjeta en la app October 14, 2020 1 Advertisement Mar 20, 2020",2026-01-10T21:30:06.093286,Neutral,0.3,"Satisfacción,Frustración","Identificación de usuario,Experiencia del usuario","Problemas con la recarga automática,Errores en el proceso de verificación de identidad",,False
Caixabank,4,"Merged Buena atención y profesional. March 20, 2020 Sep 7, 2019",2026-01-10T21:30:06.875162,Positivo,0.8,"Satisfacción,Contento","Atención al cliente,Profesionalidad",,,False
